<<<<<<< HEAD
Ticker,close,date,high,low,open,volume,daily_return,cumulative_return,yearly_return,volatility,monthly_return
LT,2929.05,2023-10-31 05:30:00,2951.55,2907.95,2929.95,1556467,0.0009226510841151558,-0.046921011958024894,15.967768459135009,0.01696390415004649,-3.665515540207197
TATACONSUM,889.44,2023-10-31 05:30:00,892.31,881.05,888.46,1069220,0.007772666500487135,0.03279145378541548,24.919703951962013,0.0148047736681353,3.5050970534841506
RELIANCE,1143.95,2023-10-31 05:30:00,1164.0,1141.45,1164.0,12808438,-0.010637837837837782,-0.013053456189391799,10.944487840888605,0.013562067130073357,-1.8043383091410063
HCLTECH,1276.0,2023-10-31 05:30:00,1279.85,1256.7,1272.0,2525870,0.008895038545166933,0.030112214418341443,18.953346855983767,0.014294650681131723,3.5294117647058822
JSWSTEEL,736.35,2023-10-31 05:30:00,738.55,727.0,737.0,1363728,0.0025187202178353907,-0.04401168451801307,13.353937286716896,0.016383932356722215,-5.1767432876183035
ULTRACEMCO,8422.25,2023-10-31 05:30:00,8452.1,8351.1,8404.7,218908,0.002457865168539186,0.014130212284313437,26.710097719869708,0.01431459670688822,1.607552177584751
POWERGRID,202.15,2023-10-31 05:30:00,202.95,200.55,201.5,7474770,0.006472491909385258,0.01302931596091228,19.34591194968553,0.018671442296664318,1.710691823899374
INFY,1368.4,2023-10-31 05:30:00,1381.15,1363.0,1379.95,3451595,-0.0062815438800333245,-0.045746164574616444,7.440548727412008,0.014491913053868204,-4.710838759096123
TRENT,2154.7,2023-10-31 05:30:00,2165.0,2119.1,2140.9,749792,0.016487793371859905,0.04642805109028214,47.27618955792313,0.023073798932652153,3.876006363592519
BHARTIARTL,914.4,2023-10-31 05:30:00,923.55,912.4,920.3,5697563,-0.012793522267206536,-0.011779963255160397,12.409474543969512,0.013624507728829288,-0.41927579635175855
TATAMOTORS,628.65,2023-10-31 05:30:00,642.0,627.3,642.0,11395766,0.00023866348448686736,0.01321621403819817,23.292760037938667,0.01787650515641716,-0.6244072083465136
WIPRO,381.8,2023-10-31 05:30:00,384.1,379.15,383.2,3076768,-0.0005235602094240122,-0.05833025033912942,15.955222044531927,0.017467886281905282,-6.06470660597859
TECHM,1133.15,2023-10-31 05:30:00,1137.15,1115.55,1126.9,1194765,0.0055461886591534615,-0.06828646604176936,4.264296247747025,0.016019868874918946,-7.16450925774208
NTPC,235.8,2023-10-31 05:30:00,237.2,233.55,234.5,6583581,0.005115089514066584,-0.02238805970149238,27.3378350726417,0.019475011701296695,-3.499079189686918
HINDUNILVR,2484.0,2023-10-31 05:30:00,2492.0,2467.8,2470.2,920414,0.0020573641534551435,0.006116084086030593,6.985943775100395,0.012073895796063713,-0.24096385542168677
APOLLOHOSP,4819.9,2023-10-31 05:30:00,4899.65,4805.2,4832.0,276660,-0.004512831104456105,-0.05842018382676106,10.99738273382696,0.014134574705070773,-6.208466710125613
M&M,1458.6,2023-10-31 05:30:00,1497.3,1455.55,1494.2,2555737,-0.026171718520496712,-0.05125536620268045,8.276984723265718,0.019212772948786868,-8.677685950413231
GRASIM,1879.23,2023-10-31 05:30:00,1884.46,1857.61,1872.65,288874,0.004205497606019293,-0.018084061363541903,10.720868958478691,0.01446511381198158,-2.1468814763129678
ICICIBANK,915.35,2023-10-31 05:30:00,931.0,914.1,929.3,17211107,-0.010325440588171642,-0.02653408486653186,4.7288776796973515,0.012788897388104722,-3.8093736864228664
ADANIENT,2294.65,2023-10-31 05:30:00,2320.0,2276.0,2320.0,1155280,-0.0019355399939106066,-0.038789402031626063,17.82258064516128,0.028600523792508787,-5.101323407775017
ADANIPORTS,784.75,2023-10-31 05:30:00,791.1,782.5,789.8,2825760,-0.0003184713375796733,-0.05611017560740961,24.01331719128328,0.026028643454512657,-4.993946731234867
BEL,133.25,2023-10-31 05:30:00,133.65,130.75,132.5,8098744,0.009852216748768461,-0.04274425287356309,33.57505438723712,0.023283392059875133,-3.3720087019579443
BAJAJFINSV,1569.55,2023-10-31 05:30:00,1581.45,1552.4,1552.4,1592788,0.005412849913522644,0.005445053009192513,10.165005718019929,0.014117849543856996,2.5682078091815033
EICHERMOT,3295.55,2023-10-31 05:30:00,3367.0,3287.2,3366.55,409346,-0.01849507840304976,-0.01666467744823008,20.9110274592197,0.01609889840743809,-3.832910210394231
COALINDIA,314.25,2023-10-31 05:30:00,316.8,310.75,316.75,7446586,-0.0009537434430139102,0.07656731757451207,26.57801716882679,0.021411449147905545,5.790270998148456
MARUTI,10392.3,2023-10-31 05:30:00,10490.0,10321.0,10490.0,439996,-0.0005193456245132788,0.004387787646541241,-3.8049263291564737,0.013712493772447978,-2.9645745018581113
INDUSINDBK,1441.3,2023-10-31 05:30:00,1460.0,1436.55,1456.0,1454345,-0.009177465369676674,0.004110352514978155,11.658519553072628,0.0191111933352513,0.6494413407821197
ASIANPAINT,2995.7,2023-10-31 05:30:00,3012.75,2966.0,2969.0,1152306,0.009639041488321842,-0.054044239544026484,7.463440826253125,0.012664679670924878,-5.3820157291304795
TATASTEEL,118.75,2023-10-31 05:30:00,120.15,118.4,120.0,22319950,-0.003357112882920732,-0.07226562499999978,8.217054263565887,0.018231639152358904,-7.945736434108527
HDFCLIFE,618.35,2023-10-31 05:30:00,621.0,604.45,607.1,2661284,0.017692560895325782,-0.023991792281588098,1.9308062101032388,0.014630077258587258,-2.537631018992832
DRREDDY,1073.51,2023-10-31 05:30:00,1088.19,1070.62,1074.8,1884070,0.004153142450915359,-0.01723822253144658,3.7766919042760576,0.012490100212885843,-3.9261486692083367
SUNPHARMA,1088.6,2023-10-31 05:30:00,1119.6,1068.35,1119.45,6475786,-0.023852223816355878,-0.04630075780805132,8.615411150877504,0.011732822937748232,-6.118752964512099
KOTAKBANK,1739.4,2023-10-31 05:30:00,1747.0,1716.85,1727.7,4839336,0.012751091703056883,0.007150922092586054,10.294797687861266,0.014215663882255638,0.5433526011560746
SHRIRAMFIN,1879.85,2023-10-31 05:30:00,1906.95,1870.7,1902.0,1691067,-0.006526794207800557,-0.021904836234033165,5.949432404540773,0.02168666460862403,-3.0005159958720378
NESTLEIND,2423.48,2023-10-31 05:30:00,2433.0,2412.21,2430.0,516390,0.002610490780540875,0.08602208360220809,18.09844980872533,0.012516833638236864,7.677201213849973
ONGC,186.15,2023-10-31 05:30:00,189.8,184.2,189.2,9404675,-0.014036016949152574,0.008396533044420895,8.32012678288431,0.02224731217568337,-1.6640253565768652
CIPLA,1200.0,2023-10-31 05:30:00,1206.1,1191.1,1199.95,1720955,0.005488290250952987,0.014541765302671594,5.26182432432432,0.016332415765760364,1.3513513513513513
BPCL,174.63,2023-10-31 05:30:00,176.98,172.33,174.18,10673186,0.006803113289132412,0.023142723224748085,29.314203730272602,0.022068851102665002,0.21807747489239337
BRITANNIA,4426.5,2023-10-31 05:30:00,4479.75,4401.9,4460.1,504625,-0.00786713286713292,-0.015337730371820846,17.98201025459688,0.013039218369984167,-2.172471711456864
SBILIFE,1367.85,2023-10-31 05:30:00,1375.4,1319.5,1325.0,2287988,0.03140551952948267,0.05833881388061468,10.018047075989694,0.015113428426196436,5.045501670314466
HINDALCO,459.5,2023-10-31 05:30:00,465.0,453.25,465.0,5236060,0.006241103689915706,-0.042608605063027216,27.271786379631546,0.019586836411430934,-4.885116953011803
HEROMOTOCO,3088.35,2023-10-31 05:30:00,3139.6,3080.15,3115.05,207132,-0.0070731589692478725,0.024124552327894344,35.367887508175286,0.016563238026907092,0.9924787442773024
AXISBANK,981.85,2023-10-31 05:30:00,998.0,978.0,998.0,7816805,-0.007430246663970963,-0.05686566447336838,6.502415458937194,0.015624964929158446,-5.13526570048309
HDFCBANK,1476.5,2023-10-31 05:30:00,1504.0,1474.0,1504.0,16317412,-0.005790855834623909,-0.020921056994131604,11.93516699410609,0.01348980040538228,-3.307138179436804
BAJAJ-AUTO,5314.05,2023-10-31 05:30:00,5366.15,5292.6,5340.0,400987,0.000970069129198281,0.05932482133779815,34.20039486673247,0.017609369939821526,4.917077986179668
SBIN,566.4,2023-11-01 05:30:00,569.65,563.85,566.25,13575575,0.0015029617186810285,-0.0606186250932913,7.6181696278913735,0.017939344821740196,-0.26490066225165565
BAJFINANCE,7471.9,2023-11-01 05:30:00,7549.0,7457.65,7520.0,462778,-0.0027693806597132165,-0.06221446859782165,-5.822666049763522,0.01591849489773447,-5.293882978723409
TITAN,3173.4,2023-11-01 05:30:00,3212.9,3168.35,3193.85,756820,-0.00509460285611274,-0.007149002737582788,16.72541920731706,0.014135893038630176,9.291294206052257
ITC,428.1,2023-11-01 05:30:00,431.1,425.5,430.0,7990245,-0.0007002801120447044,-0.026492325184763965,4.784580498866219,0.011943702458319614,1.3488372093023282
TCS,3330.65,2023-11-01 05:30:00,3371.6,3311.0,3355.0,1563475,-0.011309833024118698,-0.05213654538469181,7.334050138645246,0.013161771587106071,3.9523099850968677
LT,2895.3,2023-11-01 05:30:00,2983.15,2871.05,2947.45,3875595,-0.01152250729758797,-0.05790287155291629,15.967768459135009,0.01696390415004649,5.487794534258427
TATACONSUM,892.06,2023-11-01 05:30:00,908.71,884.7,894.88,2645858,0.002945673682316796,0.03583372039015287,24.919703951962013,0.0148047736681353,3.835151081709285
RELIANCE,1148.7,2023-11-01 05:30:00,1158.75,1137.6,1144.58,10309190,0.004152279382840129,-0.008955378403561642,10.944487840888605,0.013562067130073357,3.856436422093703
HCLTECH,1258.95,2023-11-01 05:30:00,1285.95,1255.3,1280.0,1572719,-0.013362068965517171,0.016347783967062046,18.953346855983767,0.014294650681131723,4.757812500000007
JSWSTEEL,724.45,2023-11-01 05:30:00,737.3,723.0,736.9,1845107,-0.01616079310110674,-0.05946121389159298,13.353937286716896,0.016383932356722215,8.712172615008827
ULTRACEMCO,8381.45,2023-11-01 05:30:00,8445.0,8370.1,8440.0,209234,-0.004844311199501239,0.009217449939191935,26.710097719869708,0.01431459670688822,6.67831753554502
POWERGRID,200.95,2023-11-01 05:30:00,202.35,200.5,202.35,5598615,-0.005936186000494725,0.007015785517414441,19.34591194968553,0.018671442296664318,3.261675315048181
INFY,1354.15,2023-11-01 05:30:00,1377.45,1351.65,1373.05,3090672,-0.010413621748026847,-0.0556834030683403,7.440548727412008,0.014491913053868204,5.979388951604103
TRENT,2197.65,2023-11-01 05:30:00,2209.3,2148.95,2163.7,1081257,0.01993316935072187,0.06728667864601068,47.27618955792313,0.023073798932652153,28.807135924573657
BHARTIARTL,913.45,2023-11-01 05:30:00,914.55,895.45,903.0,4821458,-0.0010389326334206972,-0.012806657300334812,12.409474543969512,0.013624507728829288,12.369878183831677
TATAMOTORS,627.7,2023-11-01 05:30:00,633.8,626.3,630.0,8785264,-0.001511174739521115,0.01168506728987051,23.292760037938667,0.01787650515641716,12.126984126984123
WIPRO,380.95,2023-11-01 05:30:00,385.55,380.15,383.85,2120976,-0.002226296490309143,-0.060426686397829665,15.955222044531927,0.017467886281905282,7.6071382050280025
TECHM,1125.1,2023-11-01 05:30:00,1138.0,1119.95,1130.95,1288497,-0.007104090367559657,-0.07490544318368697,4.264296247747025,0.016019868874918946,7.9579114903399795
NTPC,232.6,2023-11-01 05:30:00,236.7,232.1,236.7,6718059,-0.013570822731128196,-0.03565505804311775,27.3378350726417,0.019475011701296695,10.392902408111544
HINDUNILVR,2472.25,2023-11-01 05:30:00,2493.95,2466.8,2485.0,1267131,-0.004730273752012848,0.0013568795820004809,6.985943775100395,0.012073895796063713,2.4366197183098666
APOLLOHOSP,4796.55,2023-11-01 05:30:00,4856.0,4790.0,4835.0,281746,-0.004844498848523671,-0.0629816661620054,10.99738273382696,0.014134574705070773,14.352637021716646
M&M,1454.6,2023-11-01 05:30:00,1485.0,1450.0,1464.9,2627536,-0.002742355683532205,-0.053857161441395185,8.276984723265718,0.019212772948786868,12.48208068810157
GRASIM,1861.15,2023-11-01 05:30:00,1889.49,1854.03,1886.5,346246,-0.009620961776897974,-0.02753103707729021,10.720868958478691,0.01446511381198158,5.884442088523721
ICICIBANK,914.05,2023-11-01 05:30:00,917.6,909.3,913.8,12927203,-0.0014202217730923117,-0.0279166223545676,4.7288776796973515,0.012788897388104722,2.314510833880509
ADANIENT,2217.3,2023-11-01 05:30:00,2312.25,2207.0,2299.0,1666579,-0.03370884448608713,-0.07119070059692079,17.82258064516128,0.028600523792508787,2.5902566333188424
ADANIPORTS,769.1,2023-11-01 05:30:00,790.5,767.2,784.75,2693768,-0.019942656897100952,-0.07493384652393587,24.01331719128328,0.026028643454512657,5.1927365402994585
BEL,132.4,2023-11-01 05:30:00,134.55,132.05,133.75,10431945,-0.006378986866791725,-0.048850574712643535,33.57505438723712,0.023283392059875133,9.084112149532714
BAJAJFINSV,1572.85,2023-11-01 05:30:00,1580.0,1565.0,1574.9,770557,0.0021025134592718153,0.007559014765702532,10.165005718019929,0.014117849543856996,6.2607149660295836
EICHERMOT,3282.25,2023-11-01 05:30:00,3315.1,3275.0,3309.8,325630,-0.004035745171519278,-0.020633168228202714,20.9110274592197,0.01609889840743809,17.738231917336392
COALINDIA,306.65,2023-11-01 05:30:00,315.8,305.85,313.2,9593653,-0.024184566428003262,0.05053100376841391,26.57801716882679,0.021411449147905545,9.243295019157085
MARUTI,10227.8,2023-11-01 05:30:00,10422.2,10188.7,10390.1,699116,-0.015829027260567896,-0.011510694024297385,-3.8049263291564737,0.013712493772447978,2.103925852494205
INDUSINDBK,1432.6,2023-11-01 05:30:00,1445.6,1427.15,1443.9,2658439,-0.006036217303822977,-0.0019506757698205535,11.658519553072628,0.0191111933352513,1.5375025971327527
ASIANPAINT,2934.55,2023-11-01 05:30:00,3008.9,2930.0,2997.95,1029990,-0.020412591380979284,-0.07335364794669774,7.463440826253125,0.012664679670924878,4.067779649427118
TATASTEEL,116.6,2023-11-01 05:30:00,119.1,116.0,119.0,24717941,-0.018105263157894735,-0.08906249999999982,8.217054263565887,0.018231639152358904,7.478991596638661
HDFCLIFE,620.05,2023-11-01 05:30:00,623.95,616.9,621.8,1947740,0.0027492520417238264,-0.021308499723779017,1.9308062101032388,0.014630077258587258,11.088774525570932
DRREDDY,1069.29,2023-11-01 05:30:00,1084.08,1062.9,1077.0,1376665,-0.0039310299857476805,-0.02110148854752214,3.7766919042760576,0.012490100212885843,7.4865366759517284
SUNPHARMA,1116.2,2023-11-01 05:30:00,1132.55,1082.6,1092.0,3973264,0.025353665258129876,-0.02212098646458449,8.615411150877504,0.011732822937748232,12.257326007325998
KOTAKBANK,1724.4,2023-11-01 05:30:00,1735.95,1717.85,1731.0,2528105,-0.008623663332183562,-0.0015344083842386835,10.294797687861266,0.014215663882255638,1.4124783362218398
SHRIRAMFIN,1902.25,2023-11-01 05:30:00,1907.0,1876.15,1884.0,758859,0.011915844349283278,-0.010250006503811138,5.949432404540773,0.02168666460862403,6.5392781316348225
NESTLEIND,2387.27,2023-11-01 05:30:00,2420.01,2378.0,2420.0,636900,-0.014941324046412574,0.06979547572954736,18.09844980872533,0.012516833638236864,0.14917355371901353
ONGC,186.7,2023-11-01 05:30:00,188.8,185.05,186.15,9167869,0.002954606500134238,0.011375947995666769,8.32012678288431,0.02224731217568337,4.7273704002148715
CIPLA,1201.25,2023-11-01 05:30:00,1208.7,1186.55,1200.0,1051902,0.0010416666666666075,0.015598579641528554,5.26182432432432,0.016332415765760364,1.0249999999999961
BPCL,178.45,2023-11-01 05:30:00,179.38,175.28,175.28,13929780,0.021874821050220428,0.045523787204124755,29.314203730272602,0.022068851102665002,24.28685531720675
BRITANNIA,4397.3,2023-11-01 05:30:00,4456.0,4347.7,4442.6,395359,-0.006596633909409233,-0.02183318688896596,17.98201025459688,0.013039218369984167,9.229955431504058
SBILIFE,1336.05,2023-11-01 05:30:00,1377.95,1332.4,1371.05,968893,-0.023248163175786818,0.033734380440249456,10.018047075989694,0.015113428426196436,4.6825425768571565
HINDALCO,462.7,2023-11-01 05:30:00,466.0,456.0,458.5,4931538,0.00696409140369969,-0.03594124387957054,27.271786379631546,0.019586836411430934,12.464558342420933
HEROMOTOCO,3092.45,2023-11-01 05:30:00,3144.65,3075.55,3095.95,473455,0.0013275697378858364,0.02548414909139063,35.367887508175286,0.016563238026907092,23.356320354010897
AXISBANK,971.8,2023-11-01 05:30:00,979.3,968.0,977.85,5703984,-0.010235779396038147,-0.06651937947264797,6.502415458937194,0.015624964929158446,9.85836273457074
HDFCBANK,1474.5,2023-11-01 05:30:00,1477.45,1462.25,1462.25,16938733,-0.0013545546901455596,-0.02224727296840301,11.93516699410609,0.01348980040538228,6.602838091981532
BAJAJ-AUTO,5344.35,2023-11-01 05:30:00,5449.5,5305.0,5305.0,619765,0.005701865808564133,0.06536494931674741,34.20039486673247,0.017609369939821526,14.80772855796419
SBIN,572.1,2023-11-02 05:30:00,575.45,567.6,571.1,11148516,0.010063559322033955,-0.05116510490090387,7.6181696278913735,0.017939344821740196,-0.26490066225165565
BAJFINANCE,7449.1,2023-11-02 05:30:00,7615.0,7411.2,7530.0,855030,-0.003051432701187018,-0.06507605803504235,-5.822666049763522,0.01591849489773447,-5.293882978723409
TITAN,3201.5,2023-11-02 05:30:00,3228.5,3180.0,3200.0,774180,0.00885485599042024,0.0016425498631209567,16.72541920731706,0.014135893038630176,9.291294206052257
ITC,431.15,2023-11-02 05:30:00,432.7,428.65,430.05,8152031,0.007124503620649314,-0.019556566230812922,4.784580498866219,0.011943702458319614,1.3488372093023282
TCS,3360.1,2023-11-02 05:30:00,3375.95,3343.2,3343.2,1245384,0.008842117904913405,-0.043755424961224754,7.334050138645246,0.013161771587106071,3.9523099850968677
LT,2918.1,2023-11-02 05:30:00,2937.85,2903.2,2935.0,1451606,0.007874831623665868,-0.05048401529325641,15.967768459135009,0.01696390415004649,5.487794534258427
TATACONSUM,900.06,2023-11-02 05:30:00,906.43,892.46,898.98,1069223,0.00896800663632491,0.04512308406874088,24.919703951962013,0.0148047736681353,3.835151081709285
RELIANCE,1160.1,2023-11-02 05:30:00,1162.15,1153.97,1156.97,10562104,0.009924262209453971,0.0008800082824305111,10.944487840888605,0.013562067130073357,3.856436422093703
HCLTECH,1273.4,2023-11-02 05:30:00,1275.0,1265.0,1266.0,1368604,0.011477818817268393,0.028013239686768276,18.953346855983767,0.014294650681131723,4.757812500000007
JSWSTEEL,733.35,2023-11-02 05:30:00,734.4,725.0,728.0,1095177,0.012285181862102146,-0.04790652385589045,13.353937286716896,0.016383932356722215,8.712172615008827
ULTRACEMCO,8459.0,2023-11-02 05:30:00,8473.2,8374.95,8385.5,200590,0.009252575628321935,0.018555310720176577,26.710097719869708,0.01431459670688822,6.67831753554502
POWERGRID,203.1,2023-11-02 05:30:00,203.65,200.9,201.75,12924797,0.010699178900223982,0.017790027562014865,19.34591194968553,0.018671442296664318,3.261675315048181
INFY,1370.15,2023-11-02 05:30:00,1376.3,1361.65,1370.0,3758060,0.011815530037292854,-0.04452580195258016,7.440548727412008,0.014491913053868204,5.979388951604103
TRENT,2189.85,2023-11-02 05:30:00,2210.0,2175.0,2210.0,474395,-0.003549245785270716,0.06349861590015071,47.27618955792313,0.023073798932652153,28.807135924573657
BHARTIARTL,923.85,2023-11-02 05:30:00,925.95,916.4,920.0,6611573,0.011385406973561718,-0.0015670593321083226,12.409474543969512,0.013624507728829288,12.369878183831677
TATAMOTORS,636.45,2023-11-02 05:30:00,638.2,630.1,632.0,9934305,0.013939780149753167,0.025787734708679455,23.292760037938667,0.01787650515641716,12.126984126984123
WIPRO,383.65,2023-11-02 05:30:00,385.15,382.1,383.8,2371365,0.00708754429715186,-0.05376741891725256,15.955222044531927,0.017467886281905282,7.6071382050280025
TECHM,1115.5,2023-11-02 05:30:00,1130.0,1113.8,1125.0,2493118,-0.00853257488223258,-0.08279888176286787,4.264296247747025,0.016019868874918946,7.9579114903399795
NTPC,235.25,2023-11-02 05:30:00,235.7,233.75,234.2,6057787,0.011392949269131591,-0.024668325041459327,27.3378350726417,0.019475011701296695,10.392902408111544
HINDUNILVR,2486.8,2023-11-02 05:30:00,2496.0,2463.3,2475.0,1595123,0.00588532713115586,0.0072501923933741,6.985943775100395,0.012073895796063713,2.4366197183098666
APOLLOHOSP,4887.0,2023-11-02 05:30:00,4895.0,4810.2,4837.8,214035,0.018857303687024984,-0.04531202688051217,10.99738273382696,0.014134574705070773,14.352637021716646
M&M,1469.7,2023-11-02 05:30:00,1477.5,1452.5,1465.0,2091122,0.01038086071772315,-0.044035384415247125,8.276984723265718,0.019212772948786868,12.48208068810157
GRASIM,1890.23,2023-11-02 05:30:00,1893.42,1871.21,1871.21,319487,0.015624748139591027,-0.012336454458053536,10.720868958478691,0.01446511381198158,5.884442088523721
ICICIBANK,919.95,2023-11-02 05:30:00,924.8,912.8,920.05,9747311,0.006454789125321492,-0.021642029139636088,4.7288776796973515,0.012788897388104722,2.314510833880509
ADANIENT,2215.3,2023-11-02 05:30:00,2297.95,2204.2,2247.0,2340997,-0.0009019979254047961,-0.0720284846580791,17.82258064516128,0.028600523792508787,2.5902566333188424
ADANIPORTS,774.3,2023-11-02 05:30:00,783.5,772.05,776.9,1741799,0.006761149395397181,-0.06867933605965881,24.01331719128328,0.026028643454512657,5.1927365402994585
BEL,134.75,2023-11-02 05:30:00,135.0,133.3,133.7,4885035,0.017749244712990997,-0.03196839080459746,33.57505438723712,0.023283392059875133,9.084112149532714
BAJAJFINSV,1575.6,2023-11-02 05:30:00,1592.6,1566.1,1587.7,1020303,0.0017484184760148125,0.009320649562794214,10.165005718019929,0.014117849543856996,6.2607149660295836
EICHERMOT,3338.3,2023-11-02 05:30:00,3345.0,3284.2,3285.0,493381,0.017076700434153436,-0.003908814226889823,20.9110274592197,0.01609889840743809,17.738231917336392
COALINDIA,308.85,2023-11-02 05:30:00,312.8,307.3,308.95,7071960,0.0071743029512474354,0.05806783144912653,26.57801716882679,0.021411449147905545,9.243295019157085
MARUTI,10303.6,2023-11-02 05:30:00,10345.0,10201.0,10290.3,569194,0.007411173468390153,-0.0041848283060628155,-3.8049263291564737,0.013712493772447978,2.103925852494205
INDUSINDBK,1461.2,2023-11-02 05:30:00,1479.95,1439.1,1447.0,4524652,0.019963702359346636,0.017974083879057856,11.658519553072628,0.0191111933352513,1.5375025971327527
ASIANPAINT,2955.4,2023-11-02 05:30:00,2962.0,2934.0,2961.05,900125,0.007105007582082434,-0.06676981858944997,7.463440826253125,0.012664679670924878,4.067779649427118
TATASTEEL,118.1,2023-11-02 05:30:00,118.55,114.6,114.6,72538804,0.012864493996569415,-0.07734374999999982,8.217054263565887,0.018231639152358904,7.478991596638661
HDFCLIFE,619.3,2023-11-02 05:30:00,626.8,618.0,622.0,1651263,-0.0012095798725909601,-0.022492305263988932,1.9308062101032388,0.014630077258587258,11.088774525570932
DRREDDY,1067.7,2023-11-02 05:30:00,1083.0,1064.68,1076.0,2365835,-0.0014869679881042153,-0.022557079297654825,3.7766919042760576,0.012490100212885843,7.4865366759517284
SUNPHARMA,1132.85,2023-11-02 05:30:00,1137.55,1110.6,1127.85,3454692,0.014916681598279746,-0.007534276578036847,8.615411150877504,0.011732822937748232,12.257326007325998
KOTAKBANK,1737.7,2023-11-02 05:30:00,1758.65,1732.1,1735.0,2550558,0.007712827650197207,0.006166584638545913,10.294797687861266,0.014215663882255638,1.4124783362218398
SHRIRAMFIN,1954.85,2023-11-02 05:30:00,1965.0,1902.8,1913.5,857752,0.027651465369956663,0.017118031166263536,5.949432404540773,0.02168666460862403,6.5392781316348225
NESTLEIND,2411.18,2023-11-02 05:30:00,2414.98,2377.31,2399.02,1070680,0.010015624541840573,0.08051014555101421,18.09844980872533,0.012516833638236864,0.14917355371901353
ONGC,186.2,2023-11-02 05:30:00,187.65,185.75,187.0,11471209,-0.0026780931976432276,0.00866738894907959,8.32012678288431,0.02224731217568337,4.7273704002148715
CIPLA,1208.5,2023-11-02 05:30:00,1211.85,1194.65,1205.5,1556467,0.006035379812695085,0.02172810280689874,5.26182432432432,0.016332415765760364,1.0249999999999961
BPCL,180.28,2023-11-02 05:30:00,181.0,178.63,180.48,10130432,0.010254973381899735,0.05624560581204596,29.314203730272602,0.022068851102665002,24.28685531720675
BRITANNIA,4527.25,2023-11-02 05:30:00,4568.8,4454.25,4512.1,822845,0.029552225229117823,0.0070738190837396075,17.98201025459688,0.013039218369984167,9.229955431504058
SBILIFE,1343.5,2023-11-02 05:30:00,1357.75,1340.15,1342.0,637519,0.005576138617566784,0.039498626639328904,10.018047075989694,0.015113428426196436,4.6825425768571565
HINDALCO,474.2,2023-11-02 05:30:00,475.8,463.25,463.25,3933951,0.02485411713853458,-0.011980414626523439,27.271786379631546,0.019586836411430934,12.464558342420933
HEROMOTOCO,3052.1,2023-11-02 05:30:00,3149.95,3041.5,3139.0,1268028,-0.013047906999304693,0.012103727284785037,35.367887508175286,0.016563238026907092,23.356320354010897
AXISBANK,982.95,2023-11-02 05:30:00,988.35,974.0,978.0,5193982,0.011473554229265437,-0.05580903895105904,6.502415458937194,0.015624964929158446,9.85836273457074
HDFCBANK,1476.75,2023-11-02 05:30:00,1490.5,1467.15,1485.0,22612577,0.0015259409969481386,-0.02075527999734761,11.93516699410609,0.01348980040538228,6.602838091981532
BAJAJ-AUTO,5318.4,2023-11-02 05:30:00,5392.85,5285.0,5383.9,304362,-0.00485559516124523,0.060191968423884745,34.20039486673247,0.017609369939821526,14.80772855796419
SBIN,578.15,2023-11-03 05:30:00,579.5,573.45,576.0,11371371,0.010575074287711761,-0.04113110539845777,7.6181696278913735,0.017939344821740196,-0.26490066225165565
BAJFINANCE,7411.5,2023-11-03 05:30:00,7537.95,7372.45,7528.0,1138755,-0.005047589641701711,-0.0697951704402836,-5.822666049763522,0.01591849489773447,-5.293882978723409
TITAN,3274.5,2023-11-03 05:30:00,3288.0,3205.05,3205.15,1355614,0.02280181165078865,0.024481814626515552,16.72541920731706,0.014135893038630176,9.291294206052257
ITC,433.25,2023-11-03 05:30:00,434.4,431.1,432.8,13802600,0.00487069465383283,-0.014781125639567794,4.784580498866219,0.011943702458319614,1.3488372093023282
TCS,3350.9,2023-11-03 05:30:00,3387.9,3344.3,3382.0,1402598,-0.0027380137495907064,-0.046373635755652454,7.334050138645246,0.013161771587106071,3.9523099850968677
LT,2911.25,2023-11-03 05:30:00,2948.05,2905.0,2934.0,1136175,-0.0023474178403755097,-0.052712926055478726,15.967768459135009,0.01696390415004649,5.487794534258427
TATACONSUM,902.48,2023-11-03 05:30:00,908.01,900.06,900.8,890838,0.002688709641579523,0.04793311658151378,24.919703951962013,0.0148047736681353,3.835151081709285
RELIANCE,1159.85,2023-11-03 05:30:00,1167.47,1157.88,1163.6,8850156,-0.00021549866390824235,0.0006643199779132747,10.944487840888605,0.013562067130073357,3.856436422093703
HCLTECH,1266.25,2023-11-03 05:30:00,1287.3,1263.0,1282.6,2052536,-0.005614889272813062,0.022241059174941347,18.953346855983767,0.014294650681131723,4.757812500000007
JSWSTEEL,746.05,2023-11-03 05:30:00,748.0,735.0,735.95,2526039,0.01731778823208563,-0.03141837065887654,13.353937286716896,0.016383932356722215,8.712172615008827
ULTRACEMCO,8522.6,2023-11-03 05:30:00,8530.0,8436.0,8475.0,243686,0.007518619222130374,0.026213440258160192,26.710097719869708,0.01431459670688822,6.67831753554502
POWERGRID,204.4,2023-11-03 05:30:00,206.5,203.1,203.4,8684015,0.006400787789266449,0.024304685542470894,19.34591194968553,0.018671442296664318,3.261675315048181
INFY,1389.05,2023-11-03 05:30:00,1392.0,1377.75,1380.05,3349045,0.013794110133926951,-0.03134588563458851,7.440548727412008,0.014491913053868204,5.979388951604103
TRENT,2196.5,2023-11-03 05:30:00,2198.95,2180.0,2195.0,230437,0.003036737676096468,0.06672818221553123,47.27618955792313,0.023073798932652153,28.807135924573657
